1.141731198325833807e-01,-5.822498289754540757e-01,2.943531249203645284e-01
1.141731198325833807e-01,-5.822498289754540757e-01,3.043531249203645372e-01
1.141731198325833807e-01,-5.822498289754540757e-01,3.143531249203645461e-01
1.771138169132655538e-01,-4.324342134642604751e-01,4.868531249203645328e-01
1.141731198325833807e-01,-5.822498289754540757e-01,3.243531249203644995e-01
1.771138169132655538e-01,-4.324342134642604751e-01,4.968531249203644862e-01
1.141731198325833807e-01,-5.822498289754540757e-01,3.343531249203645084e-01
1.771138169132655538e-01,-4.324342134642604751e-01,5.068531249203644951e-01
1.141731198325833807e-01,-5.822498289754540757e-01,3.443531249203645173e-01
1.771138169132655538e-01,-4.324342134642604751e-01,5.168531249203645039e-01
1.141731198325833807e-01,-5.822498289754540757e-01,3.543531249203645261e-01
1.771138169132655538e-01,-4.324342134642604751e-01,5.268531249203645128e-01
1.141731198325833807e-01,-5.822498289754540757e-01,3.643531249203645350e-01
1.771138169132655538e-01,-4.324342134642604751e-01,5.368531249203645217e-01
1.141731198325833807e-01,-5.822498289754540757e-01,3.743531249203644884e-01
1.180463934990868963e-01,-5.730304064824576216e-01,3.143531249203645461e-01
1.809870905797690832e-01,-4.232147909712639655e-01,4.868531249203645328e-01
1.180463934990868963e-01,-5.730304064824576216e-01,3.243531249203644995e-01
1.809870905797690832e-01,-4.232147909712639655e-01,4.968531249203644862e-01
1.180463934990868963e-01,-5.730304064824576216e-01,3.343531249203645084e-01
1.809870905797690832e-01,-4.232147909712639655e-01,5.068531249203644951e-01
1.180463934990868963e-01,-5.730304064824576216e-01,3.443531249203645173e-01
1.809870905797690832e-01,-4.232147909712639655e-01,5.168531249203645039e-01
1.180463934990868963e-01,-5.730304064824576216e-01,3.543531249203645261e-01
1.809870905797690832e-01,-4.232147909712639655e-01,5.268531249203645128e-01
1.180463934990868963e-01,-5.730304064824576216e-01,3.643531249203645350e-01
1.809870905797690832e-01,-4.232147909712639655e-01,5.368531249203645217e-01
1.180463934990868963e-01,-5.730304064824576216e-01,3.743531249203644884e-01
1.848603642462726127e-01,-4.139953684782674004e-01,5.368531249203645217e-01
1.219196671655904257e-01,-5.638109839894610564e-01,3.743531249203644884e-01
