1.258316735687589616e-01,-5.544993672715345934e-01,2.943531249203645284e-01
1.258316735687589616e-01,-5.544993672715345934e-01,3.043531249203645372e-01
1.258316735687589616e-01,-5.544993672715345934e-01,3.143531249203645461e-01
1.771138169132655538e-01,-4.324342134642604751e-01,4.567531249203645727e-01
1.258316735687589616e-01,-5.544993672715345934e-01,3.243531249203644995e-01
1.771138169132655538e-01,-4.324342134642604751e-01,4.667531249203645261e-01
1.258316735687589616e-01,-5.544993672715345934e-01,3.343531249203645084e-01
1.771138169132655538e-01,-4.324342134642604751e-01,4.767531249203645349e-01
1.258316735687589616e-01,-5.544993672715345934e-01,3.443531249203645173e-01
1.771138169132655538e-01,-4.324342134642604751e-01,4.867531249203645438e-01
1.258316735687589616e-01,-5.544993672715345934e-01,3.543531249203645261e-01
1.771138169132655538e-01,-4.324342134642604751e-01,4.967531249203644972e-01
1.258316735687589616e-01,-5.544993672715345934e-01,3.643531249203645350e-01
1.771138169132655538e-01,-4.324342134642604751e-01,5.067531249203645061e-01
1.258316735687589616e-01,-5.544993672715345934e-01,3.743531249203644884e-01
1.297049472352624910e-01,-5.452799447785380282e-01,3.143531249203645461e-01
1.809870905797690832e-01,-4.232147909712639655e-01,4.567531249203645727e-01
1.297049472352624910e-01,-5.452799447785380282e-01,3.243531249203644995e-01
1.809870905797690832e-01,-4.232147909712639655e-01,4.667531249203645261e-01
1.297049472352624910e-01,-5.452799447785380282e-01,3.343531249203645084e-01
1.809870905797690832e-01,-4.232147909712639655e-01,4.767531249203645349e-01
1.297049472352624910e-01,-5.452799447785380282e-01,3.443531249203645173e-01
1.809870905797690832e-01,-4.232147909712639655e-01,4.867531249203645438e-01
1.297049472352624910e-01,-5.452799447785380282e-01,3.543531249203645261e-01
1.809870905797690832e-01,-4.232147909712639655e-01,4.967531249203644972e-01
1.297049472352624910e-01,-5.452799447785380282e-01,3.643531249203645350e-01
1.809870905797690832e-01,-4.232147909712639655e-01,5.067531249203645061e-01
1.297049472352624910e-01,-5.452799447785380282e-01,3.743531249203644884e-01
1.848603642462726127e-01,-4.139953684782674004e-01,5.067531249203645061e-01
1.335782209017660205e-01,-5.360605222855414631e-01,3.743531249203644884e-01
