3.873273666503518897e-01,9.219422492996532936e-01,0.000000000000000000e+00,9.219422492996531826e-01,-3.873273666503518897e-01,0.000000000000000000e+00
3.873273666503518897e-01,9.219422492996532936e-01,0.000000000000000000e+00,9.219422492996531826e-01,-3.873273666503518897e-01,0.000000000000000000e+00
3.873273666503518897e-01,9.219422492996532936e-01,0.000000000000000000e+00,9.219422492996531826e-01,-3.873273666503518897e-01,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,-1.000000000000000000e+00,9.219422492996530716e-01,-3.873273666503520563e-01,0.000000000000000000e+00
3.873273666503518897e-01,9.219422492996532936e-01,0.000000000000000000e+00,9.219422492996531826e-01,-3.873273666503518897e-01,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,-1.000000000000000000e+00,9.219422492996530716e-01,-3.873273666503520563e-01,0.000000000000000000e+00
3.873273666503518897e-01,9.219422492996532936e-01,0.000000000000000000e+00,9.219422492996531826e-01,-3.873273666503518897e-01,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,-1.000000000000000000e+00,9.219422492996530716e-01,-3.873273666503520563e-01,0.000000000000000000e+00
3.873273666503518897e-01,9.219422492996532936e-01,0.000000000000000000e+00,9.219422492996531826e-01,-3.873273666503518897e-01,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,-1.000000000000000000e+00,9.219422492996530716e-01,-3.873273666503520563e-01,0.000000000000000000e+00
3.873273666503518897e-01,9.219422492996532936e-01,0.000000000000000000e+00,9.219422492996531826e-01,-3.873273666503518897e-01,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,-1.000000000000000000e+00,9.219422492996530716e-01,-3.873273666503520563e-01,0.000000000000000000e+00
3.873273666503518897e-01,9.219422492996532936e-01,0.000000000000000000e+00,9.219422492996531826e-01,-3.873273666503518897e-01,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,-1.000000000000000000e+00,9.219422492996530716e-01,-3.873273666503520563e-01,0.000000000000000000e+00
3.873273666503518897e-01,9.219422492996532936e-01,0.000000000000000000e+00,9.219422492996531826e-01,-3.873273666503518897e-01,0.000000000000000000e+00
3.873273666503518897e-01,9.219422492996532936e-01,0.000000000000000000e+00,9.219422492996531826e-01,-3.873273666503518897e-01,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,-1.000000000000000000e+00,9.219422492996530716e-01,-3.873273666503520563e-01,0.000000000000000000e+00
3.873273666503518897e-01,9.219422492996532936e-01,0.000000000000000000e+00,9.219422492996531826e-01,-3.873273666503518897e-01,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,-1.000000000000000000e+00,9.219422492996530716e-01,-3.873273666503520563e-01,0.000000000000000000e+00
3.873273666503518897e-01,9.219422492996532936e-01,0.000000000000000000e+00,9.219422492996531826e-01,-3.873273666503518897e-01,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,-1.000000000000000000e+00,9.219422492996530716e-01,-3.873273666503520563e-01,0.000000000000000000e+00
3.873273666503518897e-01,9.219422492996532936e-01,0.000000000000000000e+00,9.219422492996531826e-01,-3.873273666503518897e-01,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,-1.000000000000000000e+00,9.219422492996530716e-01,-3.873273666503520563e-01,0.000000000000000000e+00
3.873273666503518897e-01,9.219422492996532936e-01,0.000000000000000000e+00,9.219422492996531826e-01,-3.873273666503518897e-01,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,-1.000000000000000000e+00,9.219422492996530716e-01,-3.873273666503520563e-01,0.000000000000000000e+00
3.873273666503518897e-01,9.219422492996532936e-01,0.000000000000000000e+00,9.219422492996531826e-01,-3.873273666503518897e-01,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,-1.000000000000000000e+00,9.219422492996530716e-01,-3.873273666503520563e-01,0.000000000000000000e+00
3.873273666503518897e-01,9.219422492996532936e-01,0.000000000000000000e+00,9.219422492996531826e-01,-3.873273666503518897e-01,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,-1.000000000000000000e+00,9.219422492996530716e-01,-3.873273666503520563e-01,0.000000000000000000e+00
3.873273666503518897e-01,9.219422492996532936e-01,0.000000000000000000e+00,9.219422492996531826e-01,-3.873273666503518897e-01,0.000000000000000000e+00
